eNodeB,02-06-21,03-06-21,04-06-21,05-06-21,06-06-21,07-06-21,08-06-21,09-06-21,10-06-21,11-06-21,12-06-21,13-06-21,14-06-21,15-06-21,16-06-21,17-06-21,18-06-21,19-06-21,20-06-21,21-06-21,22-06-21,23-06-21,24-06-21,25-06-21,26-06-21,27-06-21,28-06-21,29-06-21,30-06-21,01-07-21,02-07-21,03-07-21,04-07-21,05-07-21,06-07-21,07-07-21,08-07-21,09-07-21,10-07-21,11-07-21,12-07-21,13-07-21,14-07-21,15-07-21,16-07-21,17-07-21,18-07-21,19-07-21,20-07-21,21-07-21,22-07-21,23-07-21,24-07-21,25-07-21,26-07-21,27-07-21,28-07-21,29-07-21,30-07-21,31-07-21,01-08-21,02-08-21,03-08-21,04-08-21,05-08-21,06-08-21,07-08-21,08-08-21,09-08-21,10-08-21,11-08-21,12-08-21,13-08-21,14-08-21,15-08-21,16-08-21,17-08-21,18-08-21,19-08-21,20-08-21,21-08-21,22-08-21,23-08-21,24-08-21,25-08-21,26-08-21,27-08-21,28-08-21,29-08-21,30-08-21,31-08-21,01-09-21,02-09-21,03-09-21,04-09-21,05-09-21,06-09-21,07-09-21,08-09-21,09-09-21,10-09-21,11-09-21,12-09-21,13-09-21,14-09-21,15-09-21,16-09-21,17-09-21,18-09-21,19-09-21,20-09-21,21-09-21,22-09-21,23-09-21,24-09-21,25-09-21,26-09-21,27-09-21,28-09-21,29-09-21,30-09-21,01-10-21,02-10-21,03-10-21,04-10-21,05-10-21,06-10-21,07-10-21,08-10-21,09-10-21,10-10-21,11-10-21,12-10-21,13-10-21,14-10-21,15-10-21
RPSDR10,275.5,261.66,294.55,331.56,349.21,323.86,323.92,339.39,324.13,339.87,353.53,317.87,336.1,331.1,343.23,307.79,330.68,307.05,340.07,340.89,313.42,323.61,336.37,336.14,303.08,298.42,319.12,379.76,321.74,308.83,357.61,319.79,345.93,345.21,326.68,341.11,314.22,321.39,315.91,326.19,386.62,356.62,336.54,324.13,329.13,311.84,312.29,318.78,294.7,248.01,222.78,278.15,289.85,314.31,351.35,356.97,339.22,360.86,338.06,332.71,339.06,343.63,340.78,370.33,383.01,341.84,306.07,299.78,319.7,317.09,316.1,318.66,309.6,321.83,305.54,341.53,331.32,320.57,321.3,328.38,351.28,340.0,369.31,369.1,370.56,341.82,365.15,378.09,374.83,375.81,387.55,394.23,381.53,360.97,416.34,386.52,405.53,388.08,384.46,389.03,388.79,419.62,370.55,342.54,345.95,348.18,360.64,367.51,367.82,366.11,378.69,421.42,382.55,385.76,404.13,381.3,375.78,361.44,372.49,380.95,379.38,375.07,389.34,386.4,388.66,360.49,399.29,388.41,416.11,376.76,380.01,398.02,361.03,315.67,307.11,197.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.50903006792066,317.5305657482147,314.88628898859025,315.4560053908825,321.1163349843025,324.6811733007431,327.27277078390125,330.54732164859774,332.0728853368759,332.74979644060136,332.6716222715378,332.08244738817217,331.4712739205361,330.83916953325274,330.2655168509483,329.9212947368622,329.7507734441757,329.72640487909314,329.79585000991824,329.90508031368256,330.0272633838654,330.1340650439262,330.2072997975349,330.2482699608803,330.2611875295639,330.25435916900636,330.23646698713304,330.21457399606703,330.1944643568993,330.17935279607775
,Forecast Bias,R-sqr,MAE,RMSE,MAPE
,-42.58370303134121,-1.176186809448971,53.94559577461083,58.37525499090672,15.178114809806539
eNodeB
NPSDP02,484.23,481.94,557.15,539.84,552.5,516.56,506.07,561.31,558.14,556.6,585.85,585.59,578.14,604.05,562.26,510.55,479.56,470.35,471.26,488.71,442.89,500.68,478.66,481.95,489.4,585.26,557.05,570.01,561.36,571.83,614.46,585.38,613.91,605.52,575.85,600.57,612.18,594.23,587.23,572.72,631.13,576.92,510.3,508.16,559.49,568.99,579.4,537.81,506.28,517.25,528.6,557.15,586.59,586.24,549.26,550.34,561.2,528.09,535.43,545.8,563.95,544.84,564.83,553.4,553.26,565.24,567.44,576.2,530.95,578.88,541.08,556.15,542.11,590.51,570.63,562.4,525.87,525.7,525.96,492.21,567.62,543.22,552.73,542.02,553.33,542.5,569.77,576.06,579.82,558.5,630.08,585.88,599.67,599.1,626.52,622.66,588.75,590.72,586.7,615.93,565.78,623.89,593.56,599.88,557.62,547.44,572.09,553.95,564.8,546.69,540.98,562.0,514.42,523.27,539.42,582.72,577.62,534.14,542.71,584.95,581.88,589.28,605.21,578.77,566.63,564.43,575.32,535.15,606.25,567.95,569.93,560.62,516.76,345.93,557.92,349.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.3314049959183,558.2220983362198,554.2925814247131,548.2206096506119,548.6472268867493,549.128721036911,552.0406644535065,553.1458996391297,555.5272054004669,557.7074267101287,559.6921286773681,561.0895881986618,562.1464316177368,562.7950585651398,563.1923804378509,563.260811085701,563.136168346405,562.8826529359817,562.5702326393127,562.236595363617,561.9225706100464,561.6506207752228,561.4396851825715,561.2900331115723,561.1986127281189,561.1572222280503,561.1558085107804,561.1827252388,561.2271339130401,561.2794863319397
,Forecast Bias,R-sqr,MAE,RMSE,MAPE
,12.267992834409075,-0.0376467632612858,30.71818857765198,59.03633582069486,7.038259507042039
eNodeB
