eNodeB,Forecast Bias,R-sqr,MAE,RMSE,MAPE
NPSDR09,-21.25557266079354,-1.1051748666217143,24.47515803514864,29.307849362439576,15.865710244967834
LMPTG01,-61.78835591661585,-1.3288381659049366,75.05312053935357,82.25364482876687,12.967272010153561
RPPGN02,-44.33019845259556,-0.9947515852095632,53.69851519642695,62.77589602220243,10.971657010231867
RPMTH02,-74.21350605324274,-1.2468775884988874,87.30305810651802,99.77800858381349,14.168344374276797
RPSDR30,-29.92420451061579,-0.8515341491915978,36.58019098955144,44.93505124379714,11.314136497232003
TGSDR04,7.59062636934481,-0.09293837025757501,17.559585204295175,26.631985064801462,5.593998760454988
LMPTG06,-17.032442096632746,-0.3560477689788335,25.267157410947757,33.373396513095216,8.547284103372075
RPSDR90,-6.308566175591147,-0.05119450400293757,19.010806514703315,26.988251865000148,6.287249420486524
LMPTG03,-13.03915082632463,-0.21498666117212806,22.63590434639425,31.23796202546159,7.5122743938855665
DPGRT01,-26.2893044749179,-0.2532797174675181,44.63928438167404,59.5488597908355,8.493365866089547
RPMTH07,-26.858838219756976,-0.5991992516205364,33.01592737722792,44.57449801300673,10.609473047204888
PGSDR07,-18.275098933811297,-0.12178296443789982,44.37795751143613,56.17499424273799,8.309045114572085
PGSDR14,-4.332965949154141,-0.011939372275112214,24.71484259072143,45.19073775793573,5.318670858885722
DPHKM07,-4.277758355886713,-0.03391933569232486,15.988301034023353,23.442268014935912,10.535413960091502
NPSDR01,3.384614082357629,-0.002745221769944184,30.32360927741201,39.313583138162564,9.407798424490805
GBGBD23,-37.00311640176395,-1.166099986791707,43.250629093961955,50.72316919482726,11.091290515746497
RPGNG07,10.14604242215083,-0.3960943060307527,12.804589754501926,19.350389281702487,10.440585895379527
PGATR01,-3.1267790130583752,-0.05847973623258773,10.173436706161427,14.900838810311097,7.6885210573200595
PGBDA06,3.3023758558691623,-0.04918766493735882,7.630543460396913,15.459966340944598,6.765074682856971
LMKLG09,11.54571253288241,-0.09783066424343789,24.544071549482656,37.42073370992986,8.448623570771984
RPSDR48,1.6652287570478421,0.0002444099196231564,18.81847492651618,33.14951183186454,6.252412012860385
LMHTB01,-54.95535487480517,-1.0682865847080416,69.89348411308809,76.89024602355882,13.359186289844654
GBGBD15,-9.551455106247465,-0.44369213399621477,13.826861437891958,17.18688698266718,11.088894691280098
RPSDR26,-16.513179707421802,-0.12017145133039597,33.672537589663285,52.94270822926268,6.790952329134694
DPCRB18,4.668719009422408,-0.032243295260714566,19.902097848760437,27.42388254088652,7.577981311304452
RPSDR15,0.21619325791562574,0.013858931412029984,20.510082889526323,29.852707861893585,6.437312814826584
RPPGN04,8.883795050427997,-0.1896200611312433,17.077588669060784,22.573454903842386,7.837528890662053
RPPGN05,-41.934929974706755,-1.8374086612358873,46.637153122437816,52.28909960752396,15.26586201970512
DPFLB02,-10.57554880941331,-0.12016741665738317,22.36188262909427,30.965133963956546,6.709651628703075
KGFLB05,3.491828069160242,-0.07436754992527539,9.701477604272393,15.534033192663795,8.297281269486207
GBSDL07,3.736577545374025,-0.11080219080486442,13.770596751534713,21.17741892611505,6.099736042861082
DPCRB09,-4.299248544143037,-0.08571847153241707,11.355801188904655,15.21980831141979,7.65431420405209
RPPBT09,-1.7522114944781986,-0.011658942885999446,16.889028116702637,25.375691279531004,6.896648366155067
DPSDR06,21.91037118271658,-0.10317566181804372,44.407313813296646,72.2307151491959,10.213995960407821
NPSDP04,30.353081170796948,-0.2659030549201524,44.0416551981909,61.453697761161116,9.399774216016752
GBSDL02,-4.912868898745353,-0.019212967340132225,25.55906596725637,33.90424516763626,9.104388804853942
RPPBT01,-35.998843785424285,-0.3388132054855937,54.01632655038808,72.05672870311982,8.936602564650903
KGULP10,0.4815492217076487,-0.005113501738306603,19.465612320608106,26.662170676581603,7.769121470210077
KGNGS09,-36.188990285179834,-1.3244692174950035,43.72564839781002,48.01718539884771,15.96869275730902
GBSND21,-3.8543244070256337,-0.07973190529469143,9.584050443051916,14.424327201145513,8.51942164141642
RPSDR82,-0.15210503390170704,0.006791954017791646,15.598280888071718,30.18778332471788,4.791632634585976
DPBRM01,-24.999964394574032,-0.26581713612341984,40.73559274266587,54.74958817899118,8.46255650775726
GBGBD29,-1.4565908751863157,-0.020265939200816874,6.891591866744873,12.332999414598895,5.989234647835115
RPSDR95,-15.550009534980294,-0.4283726701707933,21.974609754591434,28.29175974142623,8.549419812933163
TGSDR05,-29.681998594811947,-1.0183540807933982,29.681998594811947,41.80502362253763,17.258522195628526
