Row Labels,1-Jun,2-Jun,3-Jun,4-Jun,5-Jun,6-Jun,7-Jun,8-Jun,9-Jun,10-Jun,11-Jun,12-Jun,13-Jun,14-Jun,15-Jun,16-Jun,17-Jun,18-Jun,19-Jun,20-Jun,21-Jun,22-Jun,23-Jun,24-Jun,25-Jun,26-Jun,27-Jun,28-Jun,29-Jun,30-Jun,1-Jul,2-Jul,3-Jul,4-Jul,5-Jul,6-Jul,7-Jul,8-Jul,9-Jul,10-Jul,11-Jul,12-Jul,13-Jul,14-Jul,15-Jul,16-Jul,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,25-Jul,26-Jul,27-Jul,28-Jul,29-Jul,30-Jul,31-Jul,1-Aug,2-Aug,3-Aug,4-Aug,5-Aug,6-Aug,7-Aug,8-Aug,9-Aug,10-Aug,11-Aug,12-Aug,13-Aug,14-Aug,15-Aug,16-Aug,17-Aug,18-Aug,19-Aug,20-Aug,21-Aug,22-Aug,23-Aug,24-Aug,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,1-Sep,2-Sep,3-Sep,4-Sep,5-Sep,6-Sep,7-Sep,8-Sep,9-Sep,10-Sep,11-Sep,12-Sep,13-Sep,14-Sep,15-Sep,16-Sep,17-Sep,18-Sep,19-Sep,20-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,28-Sep,29-Sep,30-Sep,1-Oct,2-Oct,3-Oct,5-Oct,6-Oct,7-Oct,8-Oct,9-Oct,10-Oct,11-Oct,12-Oct,13-Oct,14-Oct,15-Oct
RPPGN03,108.58,110.83,127.01,116.73,125.34,123.37,109.38,128.41,122.54,122.38,111.2,116.9,119.12,120.42,115.62,117.7,117.67,121.98,124.81,121.95,105.56,125.29,113.68,123.66,115.02,112.26,103.84,116.42,122.82,120.48,129.93,132.71,144.37,136.24,134.39,134.04,150.3,147.31,140.69,141.16,141.53,137.3,129.57,172.24,146.95,159.84,155.22,173.87,180.13,202.48,203.5,227.3,249.43,212.38,228.42,246.89,250.89,234.86,227,236.48,195.39,223.3,212.66,212.47,223,194.35,180.1,191.6,200.33,203.76,202.1,194.86,193.81,186.69,192.02,192.91,195.32,190.3,180.42,193.16,169.51,176.45,170.21,174.38,156.5,176.29,210.05,201.52,191.03,195.88,174.41,184.56,189.06,195.65,184.82,191.24,206.19,227,205.2,207.64,198.41,212.92,180.04,165.16,175.65,159.35,169.35,171.09,169.16,155.89,149.14,164.63,167.76,171.79,191,192.96,152.59,161.77,168.2,183.79,178.23,178.03,178.98,174.06,172.58,195.7,187.76,190.32,219.51,181.13,200.13,206.97,213.83,209.18,234.5,138.95
RPPGN04,142.46,141.05,141.79,146.93,149.32,123.6,140.47,167.38,156.43,151.9,143.44,169.48,146.99,153.33,172.49,153.67,144.09,159.54,162.28,152.82,139.2,143.13,137.37,150.87,144,151.37,151.51,159.93,157.45,140.21,170.33,162.11,163.29,165.89,153.46,163.37,164.84,161.11,152.58,162.36,177.51,172.77,167.38,162.35,156.05,159.06,172.17,161.78,166.99,161.77,172.68,179.23,185.98,181.59,188.9,191.41,207.63,281.88,268.34,263.3,261.2,253.91,239.44,242.47,294.55,263.27,252.42,236.84,240.54,254.84,249.36,247.13,255.77,243.9,262.44,282.92,292.33,287.11,281.62,272.25,265.94,284.54,249.77,253.51,249.15,255.91,252.19,253.83,258.61,247.46,262.95,262.48,252.98,247.63,263.1,269.09,250.13,236.89,243.09,265.49,258.44,252.8,239.39,245.87,272.91,237.37,234.31,244.05,243.38,256.96,244.99,242.56,235.74,246.21,224.61,213.6,227.31,229.73,215.14,255.45,232.29,229.31,230.92,218.32,213.36,207.47,240.58,223.9,250.3,221.8,248.67,254.38,266.37,266.74,267.09,166.01
RPPGN05,120.32,118.95,158.91,141.26,149.89,126.32,151.68,164.25,159.97,172.72,152.66,169.58,154.45,155.47,166.46,153.28,161.42,162.53,164.83,165.79,172.03,158.97,151.59,164.82,157.54,163.25,154.27,155.81,159.02,143.54,174.01,161.62,158.64,174.39,159.52,160.59,171.47,168.07,156.75,168.9,177.77,181.55,237.54,216.56,231.57,237.71,225.2,239.4,238.72,242.25,224.56,269.6,263.58,270.94,280.11,299.58,299.66,286.84,301.6,304.76,288.38,273.37,269.93,291.25,300.68,293.59,236.92,247.24,244.85,259.23,252.93,263.74,269.94,276.9,273.96,278.46,239.49,277.02,272.58,276.04,237.24,275.58,259.04,248.84,235.71,250.95,278.01,270.68,238.56,244.48,264.95,252.34,268.58,276.59,303.49,308.68,292.39,294.98,267.37,282.7,278.28,283.61,274.65,271.97,260.07,252.15,244.4,254.16,261.99,269.06,274.29,300.67,286.46,288.12,310.74,325.36,310.91,308.71,296.76,349.08,313.44,306.63,298.08,313.25,316.71,283.36,304.64,263.84,300.04,311.5,329.9,350.86,315.05,299.73,331.54,199.75
RPPGN06,148.9,144.13,151.43,151.03,152.98,148.1,152.52,177.56,169.95,153.93,150.4,151.13,159.89,161.11,161.34,151.34,155.07,147.25,163.13,153.56,155.91,162.02,157.47,160.23,150.39,151.69,159.01,168.19,169.99,125.18,163.96,162.62,170.61,167.76,163.19,176.24,170.02,172.56,165.33,165.68,186.67,184.9,160.72,169.91,171.44,180.42,171.39,172.45,173.51,174.06,180.14,182.34,183.85,191.31,185.77,194.55,186.73,188.57,180.72,183.81,186.25,212.02,264.55,280.09,304.96,264.66,241.29,248.79,197.78,262.37,236.94,191.54,235.43,214.71,259.17,241.96,251.69,230.84,215.93,221.42,229.43,231.13,224.25,233.77,244.89,278.37,273.49,284.55,304.81,287.85,297.98,285.72,281.87,279.45,296.74,295.03,308.12,302.46,274.07,301.09,288.66,290.43,276.49,278.91,293.56,265.63,261.69,265.62,273.78,272.58,258.73,263.06,246.18,269.92,272.29,252.49,263.38,244.89,270.13,293.06,250.85,253.04,267.64,267.05,273.49,254.15,236.04,262.98,287.96,311.55,291.68,314.4,321.28,324.64,350.95,195.86
RPPGN07,134.38,128.84,163.46,150.54,110.23,112.13,144,174.05,154.61,162.13,153.71,157.09,169.44,157.3,165.39,152.41,151.47,153.01,146.89,143.46,146.22,144.29,144.41,147.16,149.21,145.62,138.27,148.57,159.17,61.05,160.69,164.6,163.46,155.09,156.12,159.88,149.5,156.4,158.93,180.36,194.43,168.86,169.55,168.86,161.25,164.92,170.27,161.28,181.59,187.85,166.57,193.89,195.19,196.3,196.94,197.28,206.25,276.42,390.37,373.67,318.73,337.38,313.56,352.25,369.02,330.54,279.32,272.19,296.58,299.1,282.42,262.89,279.46,304.96,293.73,291.62,303.14,329.79,301.36,239.56,291.86,267.73,266.79,278.67,288.68,318.1,289.14,319.17,291.35,289.24,293.27,280.6,296.42,299.7,318.79,291.31,295.5,270.03,267.08,275.87,279.02,288.04,224.71,192.06,222.42,240.64,248.54,208.5,276.7,253.79,235.56,251.07,274.45,210.18,254.44,264.03,189.85,256.26,241.41,275.41,235.45,227.11,257.27,180.8,199.03,223.88,244.68,222.36,285.61,250.56,230.53,263.58,288.75,297.61,291.02,192.99
RPPGN10,141.69,133.46,136.95,143.64,145.36,135.47,134.67,150.7,142.04,139.55,146.77,142.57,134.58,139.1,137.97,139.03,140.81,135.75,142.38,146.01,136.93,143.85,137.81,142.89,137.17,137.21,147.15,145.09,146.44,89.59,139.2,145.82,156.85,153.27,147.94,155.95,148.38,151.4,156.52,156.66,150.62,157.91,150.29,145.2,149.18,153.68,135.14,154.52,159.61,162.01,163.41,168.05,169.69,164.33,177.28,180.12,170.74,177.62,186.51,173.89,176.72,171.43,190.6,221.23,261.24,227.75,201.8,187.97,174.66,220.17,136.14,195.91,190.05,191.47,208.38,197.41,168.1,225.06,213.01,207.8,208.6,193.62,209.11,195.93,192.82,225.34,226,230.25,233.51,223.25,247.04,242.61,223.17,232.51,237.94,229.62,237.04,231.38,233.98,240.82,246.22,233.59,210.52,212.81,215.24,198.07,202.59,202.63,229.95,221.79,210.83,240.25,216.39,217.88,177.87,194.48,209.22,206.95,200.19,241.83,224.01,208.61,223.97,200.31,174.41,202.89,214.96,190.68,216.53,204.69,241.94,226.05,246.86,253.62,268.85,147.13
RPPGN11,132.52,139.14,140.79,140.37,144.15,136.04,134.8,165.23,158.07,159.68,125.66,157.35,159.37,162.22,162.24,167.35,173.67,161.51,158.83,171.77,164.19,164.87,160.45,180.25,183.36,162.43,151.39,163.69,173.33,162.2,202.47,225.14,222.78,227.35,248.32,238.36,235.35,261.05,233.22,225.82,232.15,249.67,231.02,233.69,234.17,242.35,241.86,229.78,256.6,254.67,284.88,304.04,292.48,305.99,334.6,328.77,309.18,353.95,332.48,315.54,293.02,308.03,265.58,275.96,332.69,290.57,254.96,257.39,278.7,278.51,298.13,290.14,300.92,277.33,275.43,290.52,284.13,280.68,283.48,285.24,279.77,288.8,283.56,256.83,259.42,263.67,285.84,292.61,315.43,325.39,300.15,275.9,294.73,289.7,294.81,295.03,269.32,281.62,259.39,265.78,263.34,297.95,257.75,260.74,275.58,241.69,263.98,274.47,282.09,261.25,258.44,272.72,264.1,272.54,235.86,227.54,229.04,218.48,218.86,244.83,236.72,240.47,241.42,225.9,225.33,226.39,228.79,209.13,235.27,215.51,215.53,225.67,248.94,260.16,274.82,156.13
RPPGN12,131.88,136.88,125.18,111.45,71.03,152.9,152.7,204.17,164.57,155.19,164.12,157.98,163.01,173.5,167.39,177.29,188.93,189.3,175.2,189.62,173.74,176.04,174.1,168.79,189.16,176.91,171.37,187.29,164.81,168.94,222.98,233.86,247.37,236.13,243.64,241.33,240.78,255.44,254.74,241.48,264.11,253.94,255.38,232.53,251.13,291.45,298.13,273.29,315.43,308.56,345.36,368.66,370.61,361.77,404.57,393.45,409.13,392.44,379.11,360.54,282.61,337.68,323.27,333.71,368.33,362.24,298.66,279.92,282.94,294.32,294.1,287.48,298.64,293.53,311.64,305.22,281.04,311.56,280.39,279.04,261.57,280.37,291.94,292.34,292.52,307.59,310.39,323.12,297.79,288.99,297.67,296.66,302.27,294.35,298.77,304.69,300.92,289.58,318.23,279.48,296.48,388.81,343.87,313.39,265.54,271.8,274.65,293.61,297.32,266.8,282.87,269.01,256.36,254.04,260.78,295.7,242.94,264.49,247.25,308.95,277.71,276.59,283.36,272.88,256.64,226.72,247.65,240.17,286.34,249.47,257.47,267.96,297.33,280.57,314.32,163.53
RPPGN13,117.48,117.39,126.72,140.62,125.04,122.49,109.05,128.01,142,122.34,132.26,127.33,127.85,122.82,144.89,132.3,123.54,130.56,135.51,135.9,129.66,139.79,129.12,138.75,141.57,135.88,144.71,156.01,151.43,134.86,154.51,158.16,156.37,154.85,146.92,145.38,146.51,151.88,142.72,147.18,147.42,146.37,140.98,136.93,143.15,138.5,140.5,146.24,152.27,153.97,164.43,168.8,174.35,172.88,181.7,176.48,177,171.46,191.92,272.58,253.38,249.49,221.42,257.1,283.13,277.7,251.65,237.8,225.36,237.34,235.75,228.52,245.17,245.03,265.55,252.94,264.57,272,250.66,274.79,283.24,251.88,236.97,249.48,253.19,272.52,276.25,293.07,287.4,276.31,290.85,298.99,296.25,302.8,320.39,304.12,295.36,287.69,271.67,299.64,282.86,294.44,292.61,262.2,251.58,268.06,273.09,259.8,239.4,240.98,232.61,251.46,241.36,247.97,243.54,245.44,238.54,237.23,229.07,276.8,257.72,277.56,267.36,245.66,266.56,244.74,252.36,242.68,256.32,266.75,250.83,280.17,254.3,282.25,293.01,181.02
RPPGN14,152.81,140.05,147.37,146,145.26,144.56,129.35,158.43,151.47,138.8,134.96,144.11,136.92,139.48,148.3,133.17,145.78,141.31,142.27,139.44,141.35,140.33,135.41,143.1,138.18,132.16,132.81,137.28,142.24,144.95,151.12,153.6,146.76,144.97,139.69,152.06,146.58,146.74,148.62,143.8,154.76,154.51,146.78,143.92,145.26,143.93,144.09,144.88,147.35,156.13,155.98,159.92,157.38,155.18,168.02,168.11,163.06,171.4,175.89,161.45,166.47,163.54,173.44,195.74,240.87,203.2,184.12,207.62,198.81,208.04,222.66,225.26,209.76,197.76,213.18,215.18,212.02,206.95,220.24,219.99,214.73,152.61,187.12,194,188.44,207.51,227.9,227.91,212.94,221.34,241.87,211.27,211.34,215.8,229.24,231.86,232.29,243.01,241.97,264.87,235.86,245.17,240.19,245.95,243.66,237.73,231.19,234.78,239.22,233.65,232.97,227.22,224.09,204.85,243.19,250.87,220.32,231.39,222.89,251,227.12,210.44,200.43,223.86,214.91,225.39,246.89,225.27,260.33,257.09,278.88,276.59,248.86,246.33,267.48,162.14
RPPGN16,142.36,146.87,148.06,152.89,146.7,152.18,135,161.82,151.61,148.73,148.42,146.73,144.18,150.56,149.6,146.66,144.38,145.3,162.81,152.08,142.82,145.91,153.36,158,149.48,146.81,146.04,150.44,151.86,154.53,155.38,157.51,168.8,167.75,163.57,167.91,168.96,165.98,167.33,161.21,189.67,162.67,167.42,163.49,169.8,160.71,170.8,174.08,185.62,186.83,194.35,200.84,186.95,186.16,204.77,193.3,196.7,253.06,319.41,284.17,292.54,275.64,268.55,269.51,287.18,289.82,235.89,228.4,258.24,264.95,255.96,270.44,257.58,299.03,284.73,294.81,265.15,266.83,278.04,279.26,269.02,272.38,279.07,267.55,255.19,313.2,294.66,346.75,312.83,313.78,332.93,318.5,329.32,352.1,331.31,347.12,307.98,315.67,259.64,295.28,259.66,296.53,266.63,272.65,247.25,245.11,250.15,282.55,302.3,274.19,264.66,264.05,276.14,281.17,270.14,303.91,242.13,226.62,238.22,282.76,259.69,267.64,280.6,267.15,191.62,235.67,244.18,230.68,268.75,261.67,255.57,267.73,294.96,309.4,327.37,190.1
RPPGN19,137.13,135.96,151.32,155.6,159.48,158.02,152.82,182.94,173.1,177.51,166.56,164.2,159.32,160.58,165.52,160.52,163.31,162.94,166.12,180.57,151.03,163.28,166.68,173.65,164.94,166.61,168.87,179.72,176.26,169.47,179.47,179.88,175.19,181.21,176.91,172.18,177.9,173.64,173.67,190.99,186.86,182.6,176.99,184.7,215.11,243.96,227.04,234.13,243.28,252.15,289.32,300.7,313.36,310.98,319.05,324.36,334.47,339.49,323.46,315,307.8,301.09,290.16,280.71,284.37,326.19,278.13,278.74,307.48,286.09,283.32,287.17,288.3,271.57,287.95,292.15,282.6,296.54,260.05,265.91,264.96,264.08,280.18,313.77,259.17,275.01,302.9,275.54,287.81,288.6,308.4,268.77,272.05,279.68,269.58,291.54,275.28,303.57,264.65,267.5,282.64,318.75,275.75,266.8,257.18,257.93,241.91,267.97,276.33,258.46,262.71,265.62,264.76,238.44,251.59,277.06,244.87,229.49,239.63,259.53,257.75,257.55,260.24,268.76,255.93,247.53,274.9,231.43,255.17,209.78,243.48,262.39,266.67,262.1,283.39,152.52
RPPGN20,180.63,174.49,171.55,183.69,184.82,173.99,167.02,195.69,180.36,176.98,175.42,176.06,168.01,175.55,191.12,179.81,175.8,181.22,182.4,175.65,172.35,168.18,186.86,178.37,179.43,173.23,176.19,176.77,185.98,180.32,186.68,180.06,176.53,180.03,187.59,184.49,177.31,184.39,178.08,191.95,192.48,180.54,180.3,183.83,185.47,179.01,183.18,182.14,191.09,196.46,199.31,195.76,210.27,211.74,214.26,193.05,208.21,215.99,212.74,208.32,247.12,309.79,294.49,339.26,346.97,312.59,280.64,289.16,309.62,295.37,306.47,308.43,306.9,299.69,313.41,316.72,295.83,319.2,305.99,302.34,306.9,310.95,303.12,301.28,301.48,364.82,382.8,372.9,366.98,362.38,371.63,362.52,351.58,387.91,382.63,362.37,352.04,348.46,341.28,357.33,378.52,363.54,377.66,348.84,344.35,343.28,322.45,331.82,363.96,348.09,307.3,338.38,342.59,345.04,371.12,404.69,349.21,356.31,370.6,441.34,383.96,372.07,372.26,378.54,350.25,353.21,366.97,365.18,419.06,386.54,400.76,400.78,417.26,422.92,420.71,245.19
RPPGN21,26.52,30,25.83,30.44,29.52,35.56,31.27,49.96,33.57,41.26,39,36.55,35.59,37.64,39.01,37.62,37.65,33.25,38.13,35.64,36.16,39.49,40.19,34.11,38.27,29.74,34.19,36.39,47.8,44.64,46.94,41.88,41.8,43.05,41,46.37,40.86,40.31,51.81,46.51,44.15,47.96,48.83,57.76,52.05,57.11,52.17,51.3,54.66,54.44,59.29,71.95,63.4,64.55,73.55,73.39,65.46,74.08,77.68,69.08,78,56.11,85.31,94.92,111.18,102.48,84.62,84.51,80.02,79.66,83.39,73.03,72.31,74.56,75.32,82.76,78.98,81.62,76.46,69.27,64.82,77.47,77.26,71.72,81.41,87.69,92.31,80.41,86.45,88.66,94.83,85.37,98.84,94.36,105.01,99.52,98.96,94.36,92.5,97.47,92.45,103.58,107.28,92.26,91.56,82.75,79.22,86.24,87.44,90.65,98.9,88.14,88.83,91.04,92.32,88.49,79.98,82.68,88.18,107.32,95.84,96.37,88.97,94.32,90.65,78.84,81.91,75.53,83.88,65.68,78.46,85.74,85.16,96.65,101.01,53.85
RPPGN22,40.59,51.61,54.06,49.89,53.55,51.42,50.31,57.54,64.96,46.96,50.87,55.21,51.08,56.22,63.17,52.96,56.51,60.49,48.43,55.71,54.32,57.99,54.75,58.85,55.38,69.43,57.16,67.99,74.24,54.62,69,69.45,68.99,76.86,69.7,70.58,71.33,72.48,70.16,80.06,83.7,80.48,82,72.32,68.87,64.98,63.43,79.72,95.06,80.87,89.13,106.33,97.6,100.71,105.06,95.79,105.55,113.88,103.35,97.53,104.5,89.76,96.63,91.57,124.73,127.87,101.12,106.51,105.12,111.14,121.66,107.84,114.89,118.18,107.28,109.96,116.7,92.85,121.2,110.36,127.45,128.09,116.72,115.85,115.9,120.45,128.1,118.27,130.21,104.39,112.83,108.97,130.65,112.37,115.99,82.93,120.23,110.44,90.33,102.6,102.07,112.9,114.18,110.74,107.3,98.21,103.33,106.67,104.84,83.24,100.43,111.9,110.44,112.91,111.63,105.03,101.37,115.3,106.6,116.06,105.2,93.26,88.2,102.96,95.15,87.31,88.21,116.23,123.92,88.18,116.66,111.85,107.02,108.13,113.69,69.28
RPPGN24,96.52,113.29,127.85,123.36,128.19,116.83,97.9,136.03,125.34,125.13,109.59,121.65,127.14,129.56,132,131.89,131.71,136.8,140.87,135.98,132.75,121.99,122.19,127.99,126.51,131.28,135.69,143.45,137.73,132.42,142.6,135.86,139.39,135.32,140.11,147.3,138.44,147,147.27,143.81,148.8,149.66,144.39,146.97,142.7,142,141.21,137.31,142.36,157.65,154.33,165.49,167.42,170.35,178.77,182.5,180.1,180.61,180.91,174.32,177.61,180.58,171.04,177.81,187.29,177.43,169.22,168.69,171.46,161.1,164.73,172.89,165.67,158.43,163.27,157.91,169.17,167.41,160.08,190.47,217.79,226.25,228.11,229.02,234.81,224.67,238.16,244.36,244.38,249.5,276.18,248.84,259.04,251.16,265.96,245.04,228.76,227.58,219.29,236.93,230.94,259.99,243.95,231.9,220.88,236.1,221.26,223.63,232.51,248.47,225.99,234.9,230.47,240.5,267.11,245.15,191.02,202.33,202.61,240.2,208.13,212.8,199.34,192.32,187.51,205.92,180.73,191.97,213.87,199.73,211.9,199.95,199.36,197.51,208.02,143.56
RPSDR01,241.17,238.61,286.13,248.49,309.48,277.62,288.18,311.61,311.87,310.97,280.21,308.2,296.96,292.79,313.37,303.6,313.04,269.61,323.64,322.12,305.93,348.35,378.46,403.63,365.25,394.42,374.34,387.9,397.99,340.84,328.94,296.48,342.15,358.79,335.71,351.62,341.51,326.6,283.9,328.04,348.79,345.17,328.03,313.84,312.76,287.13,315.25,316.5,300.04,287.73,190.77,225.24,244.68,291.2,318.09,335.46,340.57,356.16,346.49,300.32,325.59,318.88,323.96,340.9,343.45,336.59,257.22,282.53,293.57,327.06,318.44,331.83,348.63,320.5,348.06,328.94,340.18,355.27,364.33,340.79,293.49,343.89,324.28,317.15,349.4,357.23,372.34,351.13,362,373.71,369.43,389.48,386.49,397.25,356.78,365.27,397.39,378.67,386.42,399.17,394.66,336.1,344.74,370.98,340.76,326.11,333.26,336.94,304.21,325.78,329.91,311.32,339.73,330.59,331.4,305.99,325.93,328.07,324.19,346.18,344.73,349.84,341.4,352.76,345.64,349.07,362.94,354.59,328.36,356.52,363.6,347.86,359,382.21,381.16,194.4
RPSDR03,202.45,180.97,226.99,133.76,192.35,189.17,180.61,205.21,200.15,215.51,156.05,188.71,230.18,203.63,214.56,204.57,197.76,126.64,208.23,203.26,209.22,225.27,217.03,211.94,147.82,212.28,203.9,187.99,182.29,189.77,147,150.51,147.89,145.27,154.73,158.55,164.53,164.76,113.61,155.68,174.03,197.08,191.32,192.55,201.98,186.11,204.71,222.76,205.97,199.55,130.42,126.89,127,126.11,159.49,158.22,162.16,174.68,180.55,133.9,157.13,183.39,194.37,187.69,187.56,182.58,131.46,160.13,168.08,186.77,185.15,200.65,225.52,142.42,208.19,190.75,204.74,200.74,211.25,212.15,125.69,189.51,212.16,212.58,210.63,204.56,201.99,122.98,199.58,212.11,203.81,215.66,217.38,211.98,134.3,202.41,239.72,211.86,209.67,216.93,202.23,130.8,197.89,221.5,210.93,212.65,219.78,230.47,150.66,231.19,252.14,241.8,254.3,247.21,241.81,151.08,213.52,229.66,222.04,227.95,226.67,224.67,142.99,198.75,215.97,212.24,240.62,227.58,180.39,209.56,232.46,228.73,224.95,225.53,222.62,95.71
RPSDR04,447.84,445.47,417.51,423.99,441.31,452.79,419.21,481.31,476.6,465.94,478.18,444.84,478.06,454.74,470.73,446.1,457.91,423.4,451.52,443.74,440.44,453.54,426.19,473.29,443.94,434.35,476.03,448.71,476.42,444.81,449.94,401.23,415.17,435.2,401.04,479.79,416.84,438.14,412.88,417.3,473.15,416.84,379.44,389.15,388.45,372.86,381.29,366.2,326.47,310.23,275.3,378.85,337.19,321.98,338.35,350.65,357.17,377.5,386.12,373.08,473.87,466.43,444.99,437.85,438.17,415.69,427.21,376.86,404.98,463.54,431.97,417.68,431.44,444.96,425.2,444.97,419.99,453.82,437.55,434.7,402.02,455.5,404.28,435.89,433.91,437.09,447.17,417.19,408.17,424.13,448.1,425.35,457.55,455.23,472.8,443.67,432.47,464.46,446.76,438.64,450.63,473.63,449.61,480.69,458.01,470.09,450.66,468.71,511.78,523.8,491.7,497.22,384.14,484.26,503.42,479.5,444.19,466.29,501.61,524.9,535.9,514.87,527.16,509.25,514.75,429.26,477.04,471.54,437.62,461.87,484.5,503.93,451.59,430.73,447.71,256.16
RPSDR05,245.95,269.79,270.44,247.2,263.76,256.85,250.72,289.33,264.39,259.92,292.44,269.9,256.58,261,251.98,260.73,264.82,253.89,273.33,282.25,273.55,288.01,277.49,280.74,265.75,258.61,253.88,269.99,254.59,260.19,261.37,274.72,275.22,293.15,285.84,293.8,286.01,273.9,273.19,283.74,298.89,304.77,267.74,278.01,288.89,271.57,282.9,268.97,267.84,255.96,265.72,286.7,270.89,283.98,288.35,307.7,301.47,307.37,307.07,303.41,294.15,303.27,305.48,315.84,332.34,289.92,275.49,271.65,290.8,299.37,280.29,272.6,285.85,286,285.22,276.64,269.89,273.58,284.61,269.34,276.94,266.94,273.73,282.32,268.95,282.72,292.81,280.23,291.97,316.65,312.2,279.31,294.6,277.09,321.52,255.14,301.33,285.52,281.23,315.59,302.79,305.02,287.05,279.08,285.72,291.71,305.36,301.64,309.42,304.4,300.47,295.9,326.86,297.4,319.48,331.63,319.88,315.86,331.37,344.19,348.41,354.97,368.78,333.11,355.92,346.24,338.95,334.35,341.2,290.59,332.04,332.4,330.35,318.8,348.49,203.45
RPSDR06,252.32,231.39,236.93,243.87,244.71,261.8,251.72,277.71,251.93,246.69,276.97,261.65,253.03,244.15,253.23,259.27,256.11,257.55,269.15,281.91,232.18,255.18,258.75,248.35,272.86,250.53,267.81,301.54,286.43,270.29,283.18,287.45,293.45,286.26,267.44,257.82,255.29,243.45,251.1,257.95,279.07,257.3,250.74,267.84,265.87,251.78,249.2,232.28,203.63,202.96,222,241.2,274.71,274.61,280.29,263.88,270.47,275.82,281.68,261.07,276.52,277.72,279.54,285.5,305.7,285.64,248.09,263.12,262.79,246.93,281.27,240.55,243.64,249.92,266.73,275.68,274.16,264.28,270.21,247.72,252.3,258.42,272.16,289.71,249.15,271.49,278.97,254.07,260.93,265.68,266.02,232.37,253.3,261.67,285.05,261.17,256.75,232.96,249.45,251.25,253.88,278.72,242.88,273.36,276.57,241.98,264.93,249.13,281.99,267.23,257.22,262.63,275.44,268.1,244.75,274.68,246.22,252.76,240.03,273.69,264.46,255.42,296.41,278.11,274.61,244.09,258.95,262.6,273.01,258.74,245,255.42,277.75,244.34,283.12,188.61
RPSDR07,181.9,162.55,194.31,171.12,184.61,208.65,192.35,203.07,197.25,226.5,184.96,197.14,187.11,209.4,217.33,203.82,200.59,188.23,209.51,211.43,220.22,233.46,220.88,216.68,202.29,189.03,224.34,211.73,206.66,201.78,202.29,175.8,176.28,177.57,171.81,175.6,187.99,215.28,191.12,188.06,208.92,192.41,188.22,195.19,185.68,159.6,155.3,192.27,172.55,141.14,127.38,125.1,133.46,151.33,166.29,180.1,172.93,186.3,189.01,159.71,183.93,179.96,205.33,204.21,209.7,192.14,164.47,175.67,188.05,220.36,198.66,197.88,219.51,200.47,194.53,208.75,210.67,228.76,214.4,197.28,173.87,185.65,197.35,218.47,209.69,253.43,238.61,203.06,215.54,246.01,217.08,230.79,238.12,230.87,214.01,234.42,266.39,245.03,257.83,261.85,248.74,227.46,225.14,258.1,249.4,254.62,250.87,251.89,227.77,241.22,263.37,265.27,274.66,289.77,266.24,234.52,259.26,261.96,265.18,270.2,264.36,273.47,240.11,258.75,248.12,238.88,250.36,255.06,261.12,265.36,280.64,277.46,254.73,266.02,250.46,133.86
RPSDR08,427.07,398.4,472.78,460.86,456.24,426.73,431.55,572.49,484.61,470.72,497.06,480.99,480.61,496.21,498.37,470.72,484,505.81,509.76,484.49,484.75,515.69,498.82,515.26,482.02,499.34,487.03,501.25,486.42,473.88,481.67,474.69,479,485.63,493.65,510.12,497.92,501.27,501.76,505.43,531.72,510.39,480.5,481.77,480.1,490.51,484.91,491.93,484.97,513.58,495.88,525.26,536.48,556.82,542.31,567.91,567.57,587.26,589.45,566.14,558.89,577.97,567.32,605.02,617.29,589.94,533.81,531.07,527.3,546.63,556.33,549.43,555.81,557.92,546.72,547.87,544.95,548.04,540.85,542.5,534.14,541.4,512.7,516.61,507.84,514.49,536.01,532.28,532.8,548.47,564.81,539.11,532.72,539.72,556.01,534.8,521.98,534.78,532.55,545.7,541.51,522.6,486.01,521.82,522.27,523.18,547.4,515.82,528.95,512.66,515.16,509.64,501.89,495.11,532.55,538.36,512.54,521.09,521.13,570.22,561.65,515.58,541.27,522.39,528.71,513.99,523.11,528.41,536.27,527.68,538.59,562.12,545.38,549.2,561.82,297.1
RPSDR10,275.5,261.66,294.55,331.56,349.21,323.86,323.92,339.39,324.13,339.87,353.53,317.87,336.1,331.1,343.23,307.79,330.68,307.05,340.07,340.89,313.42,323.61,336.37,336.14,303.08,298.42,319.12,379.76,321.74,308.83,357.61,319.79,345.93,345.21,326.68,341.11,314.22,321.39,315.91,326.19,386.62,356.62,336.54,324.13,329.13,311.84,312.29,318.78,294.7,248.01,222.78,278.15,289.85,314.31,351.35,356.97,339.22,360.86,338.06,332.71,339.06,343.63,340.78,370.33,383.01,341.84,306.07,299.78,319.7,317.09,316.1,318.66,309.6,321.83,305.54,341.53,331.32,320.57,321.3,328.38,351.28,340,369.31,369.1,370.56,341.82,365.15,378.09,374.83,375.81,387.55,394.23,381.53,360.97,416.34,386.52,405.53,388.08,384.46,389.03,388.79,419.62,370.55,342.54,345.95,348.18,360.64,367.51,367.82,366.11,378.69,421.42,382.55,385.76,404.13,381.3,375.78,361.44,372.49,380.95,379.38,375.07,389.34,386.4,388.66,360.49,399.29,388.41,416.11,376.76,380.01,398.02,361.03,315.67,307.11,197.38
