Row Labels,1-Jun,2-Jun,3-Jun,4-Jun,5-Jun,6-Jun,7-Jun,8-Jun,9-Jun,10-Jun,11-Jun,12-Jun,13-Jun,14-Jun,15-Jun,16-Jun,17-Jun,18-Jun,19-Jun,20-Jun,21-Jun,22-Jun,23-Jun,24-Jun,25-Jun,26-Jun,27-Jun,28-Jun,29-Jun,30-Jun,1-Jul,2-Jul,3-Jul,4-Jul,5-Jul,6-Jul,7-Jul,8-Jul,9-Jul,10-Jul,11-Jul,12-Jul,13-Jul,14-Jul,15-Jul,16-Jul,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,25-Jul,26-Jul,27-Jul,28-Jul,29-Jul,30-Jul,31-Jul,1-Aug,2-Aug,3-Aug,4-Aug,5-Aug,6-Aug,7-Aug,8-Aug,9-Aug,10-Aug,11-Aug,12-Aug,13-Aug,14-Aug,15-Aug,16-Aug,17-Aug,18-Aug,19-Aug,20-Aug,21-Aug,22-Aug,23-Aug,24-Aug,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,1-Sep,2-Sep,3-Sep,4-Sep,5-Sep,6-Sep,7-Sep,8-Sep,9-Sep,10-Sep,11-Sep,12-Sep,13-Sep,14-Sep,15-Sep,16-Sep,17-Sep,18-Sep,19-Sep,20-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,28-Sep,29-Sep,30-Sep,1-Oct,2-Oct,3-Oct,5-Oct,6-Oct,7-Oct,8-Oct,9-Oct,10-Oct,11-Oct,12-Oct,13-Oct,14-Oct,15-Oct
DPBCG01,546.9,557.16,599.98,609.22,638.55,592.56,563.27,690.88,621.14,647.48,613.08,640.95,613.04,620.09,578.37,598.8,556.33,636.46,631.23,678.76,618.48,639.79,655.69,693.62,661.12,679.83,667.95,654.56,662.3,631.94,772.09,681.17,691.38,707.85,673.58,667.41,710.67,673.34,722.23,697.78,758.91,642.89,685.74,659.63,663.53,675.18,630.63,647.15,632.04,603.85,601.96,639.88,668.33,671.29,754.85,710.76,720.94,740.11,732.71,728.18,719.75,723.7,660.15,737.3,772.73,720.34,606.1,639.36,684.51,668.22,711.88,683.95,681.55,691.84,650.18,689.24,673.06,685.8,688.67,624.51,649.5,641.79,650.63,726.19,656.75,693.72,733.84,702.23,667.24,674.3,726.57,687.51,666.01,692.81,732.24,682.44,697.5,651.55,679.24,705.62,660.11,661.11,617.29,640.04,599.89,617.04,617.88,592.05,575.24,552.9,590.8,594.02,624,585.6,595.06,628.86,598.48,594.36,567.66,684.35,653.75,597.79,592.11,585.28,578,564.45,600.43,543.43,582.92,572.71,552.27,588.98,541.25,554.3,571.34,349.31
DPBCG02,129.89,98.71,128.9,130.68,140.3,119.59,113.2,151.95,145.75,144.94,144.65,130.21,128.47,128.85,140.86,123.02,130.26,131.05,151.56,141.93,123.83,87.31,132.3,145.75,126.52,143.6,151.66,152.05,153.4,158.93,166.21,163.4,147.24,161.05,156.05,163.97,160.24,145.5,160.67,151.9,168.77,161.35,153.54,149.13,158.48,162.97,169.85,167.07,165.35,175.17,165.51,163.64,165.45,179.52,190.21,183.02,187.17,180.91,195.53,187.2,188.05,194.95,179.79,187.91,192.14,187.78,178.25,175.36,175.15,189.92,188.23,194.93,167.23,198.87,180.47,171.21,165.62,163.06,169.51,154.2,155.69,159.8,157,143.74,167.53,164.18,173.79,170.37,162.27,176.23,167.49,170.83,152.52,155.36,166.46,150.89,161.45,162.72,160.62,158.4,166.06,189.41,154.4,172.77,163.21,169.93,167.41,157.05,163.35,154.45,155.64,164.05,156.01,146.35,151.07,170.37,153.02,138.9,148.32,156.29,159.79,152.5,149.46,138.14,146.9,171.23,205.25,187.67,205.19,196.41,168.06,194.05,196.26,201.84,214.39,122.56
DPBCG04,121.25,128.94,138.46,143.92,136.33,140.96,134.64,144.22,154.16,138.54,129.46,140.67,140.91,141.08,121.15,125.67,126.53,143.32,145.12,140.6,134.08,140.01,129.99,144.41,139.3,134.71,141.82,150.25,148.18,157.3,149.59,150.24,152.31,158.58,164.75,148.64,154.43,157.85,159.5,158.78,150.9,147.24,147.03,163.99,156.56,154.6,151.56,158.95,153.23,159.61,175.42,165.04,166.26,165.18,160.61,163.67,165.77,166.21,171.2,173.52,169.19,166.46,158.3,170.84,173.84,170.32,155.69,159.31,159.28,156.08,159.43,158.44,148.98,160.1,153.79,159.56,153.63,155.17,151.31,155.09,152.56,156.77,161.11,156.7,149.6,164.45,164.63,162.39,170.19,152.08,171.79,173.49,169.9,150.35,158.08,166.49,162.87,167.83,151.68,166.24,171.35,176.78,161.58,155.2,152.02,159.28,154.23,149.8,150.62,128.53,146.35,141.58,145.47,144.14,145.59,141.47,139.25,134.97,134.44,134.37,150.68,136.07,137.43,146.98,151.49,149.02,150.13,109.48,143.91,71.77,115.11,225.52,223.52,195.18,209.4,121.75
DPBCG06,61.41,79.19,80.5,88.97,83.84,81.35,85.24,113.08,99.48,85.59,96.09,100.42,97.84,82.02,83.89,80.38,89.06,92.46,96.03,91.02,88.61,98.86,90.02,91.55,86.52,96.46,89.19,84.4,89.5,93.19,100.12,99.52,101.6,102.49,99.78,96.2,106.75,97.21,102.04,102.74,112.87,126.35,115.42,105.07,111.16,105.59,108.43,109.63,103.39,115.46,105.65,114.45,106.76,105.82,116.8,116.57,118.27,122.36,111.2,114.07,115.04,113.29,110.24,113.27,131.22,126.92,104.75,109.22,109.48,111.28,117.83,113.08,109.77,123.21,113.31,113.21,116.6,112.47,110.51,116.8,108.61,109.16,112.4,116.68,102.18,106.22,115.66,133.65,117.31,108.26,131.07,123.92,119.07,109.92,116.23,117.71,119.02,124.43,122.42,117.94,116.98,141.28,126.17,133.97,128.19,136.12,125.46,125,123.89,111.79,113.27,103.12,103.49,111.74,118.32,117.6,113.82,103.96,116.39,126.54,133.89,102.07,139.06,140.82,126.14,147.05,135.5,125.9,133.04,145.92,156.8,145.07,176.45,166.8,171.32,108.29
DPBCG07,94.9,96.63,99.77,102.34,96.9,105.21,103.15,127.82,110.35,99.47,113.29,105.45,104.09,109.01,99.02,106.97,98.67,113.54,118.74,111.99,100.19,100.18,110.54,103.94,105.5,105.4,110.72,112.72,117.08,107.86,122.56,118.21,122.79,120.43,108.81,106.52,114.07,109.84,118.92,120.93,131.49,117.63,115.02,117.38,119.53,115.21,121.58,120.42,112.12,115.68,122.98,121.93,125.99,129.27,122.6,125.4,122.52,124.08,126.25,130.23,130.4,135.71,110.39,125.76,138.41,130.52,122.83,118.33,120.69,119.12,128.41,114.21,126.81,122.14,121.67,125.62,121.09,119.93,129.24,118.54,121.58,116.57,121.66,126,117.07,120.96,119.78,128.85,114.61,103.36,115.55,117.36,113.87,103.84,125.44,102.51,111.18,106.95,115.28,116.56,124.51,127.71,112.15,116.11,116.19,120,125.17,121.24,132.53,121.13,115.87,119.53,124.13,123.44,115.71,131.33,124.69,116.47,109.25,122.08,119,116.82,116.23,118.86,191.29,223.88,253.58,233.14,231.05,203.82,216.97,168.35,233.91,233.09,241.32,143.86
DPBCG08,143,145.14,144.79,159.56,157.38,141.13,143.47,165.41,152.43,157.75,146.11,147.78,158.01,146.68,137.53,154.93,151.81,155.05,149.7,158.28,146.16,153.86,166.12,166.13,162.98,166.25,164.25,166.58,163.09,168.81,166.81,167.03,160.27,160.18,162.32,164.52,160.48,159.68,168.99,173.35,168.98,179.69,167.5,166.94,162.84,168.76,169.02,164.95,171.11,178.05,163,182.49,170.31,172.51,176.63,180.9,177.45,182.68,178.53,185.85,169.31,168.01,168.66,177.97,191.39,185.81,170.28,165.97,179.39,176.48,178.75,178.84,181.99,180.82,170.98,160.22,163.78,172.57,167.83,170.64,164.97,165.94,170.13,169.74,159.8,165.89,168.83,181.1,168.58,159.14,179.83,176.47,165.31,165.67,175.76,180.03,173.08,148.1,166.56,163.2,159.08,167.63,161.49,152.44,162.95,163.51,161.36,168.69,165.13,152.22,156.62,165.66,157.19,150.56,159.56,161.62,151.44,151.24,153.58,169.82,170.42,159.6,178.63,169.05,177.47,165.08,102.93,141.09,241.81,219.81,238.51,249.51,248.62,242.19,266.27,162.98
DPBCG09,56.67,56.4,63.09,66.36,52.73,67.42,61.19,81.83,76.24,58.74,82.52,91.13,82.54,77.68,75.21,77.75,79.85,89.12,85.94,99.24,85.97,87.24,84.44,82.68,100.41,101.47,85.76,77.45,91.41,90.67,107.38,109.02,90.14,89.91,88.41,89.44,86.89,90.77,77.45,75.38,92.07,97.24,86.54,94.63,99.26,99.91,98.86,102.13,104.64,118.8,117.89,129.76,128.58,128.98,133.29,130.55,131.17,139.14,139.89,131.23,122.84,136.58,115.54,129.84,135.76,131.19,131.6,119.76,122.22,112.12,122.92,118.07,127.4,139.8,112.78,126.72,121.85,123.6,112.71,129.71,117.96,118.4,118.48,112.63,110.69,118.74,127.05,125.15,122.51,113.35,135.46,120.39,124.72,115.84,123.83,119.58,118.44,123.84,138.36,135.61,135.66,134.81,125.51,130.79,119.57,100.22,113.21,109.47,111.21,102.66,120.71,110.74,108.1,99.93,98.51,99.37,93.65,96.17,104.14,114.28,105.63,105.18,102.89,99.18,95.89,95.78,108.34,112.23,100.54,110.78,111.22,104.52,100.02,98.29,106.75,61.13
DPBRG01,132.8,109.24,141.48,141.92,130.87,125.38,121.16,150.43,152.68,136.57,141.43,143.29,140.2,147.12,144.89,121.03,138.19,144.45,146.87,148.99,127.92,90.44,143.08,155.22,152.54,144.98,147.69,147.14,159.41,147.89,151.63,150.31,150.92,145.02,154.05,154.04,158.61,152.45,149.47,154.97,160.95,160.92,154.53,137.82,149.93,153.13,147.66,146.7,153.51,156.36,163.49,157.72,167.48,165.54,165.62,165.72,157.48,165.48,157.77,166.15,154.2,160.31,159.4,159.92,175.94,172.35,157.84,163.32,160.85,165.95,163.48,154.59,156.93,152.08,161.76,159.86,157.19,155.96,158.54,160.8,154.99,151.49,156.86,154.95,146.1,148.64,161.5,165.49,152.44,168.35,168.42,150.81,146.61,151.03,161.57,154.46,152.82,150.66,155.39,163.53,152.36,156.09,146.81,148.4,146.69,147.79,162.69,145.65,151.18,162.28,148.79,146,157.64,154.45,144.8,160.43,158.5,180.55,184.44,188.65,167.96,178.85,195.94,175.31,195.94,169.65,184.4,177.97,186.51,185.87,171.13,198.33,207.69,201.68,205.01,112.66
DPBRG02,148.16,127.48,172.17,176.57,172.59,176.87,178.42,183.36,182.99,181.48,194.2,186.94,180.93,169.75,158.95,180.49,179.36,181.64,177.6,181.81,179.75,149.12,172.75,169.66,189.7,174.88,185.13,183.43,168.75,172.48,166.32,167.21,170.62,165.96,192.01,164.75,185.22,163.92,161.22,161.61,194.09,173.98,172.02,122.49,178.65,171.45,155.95,177.29,181.68,186.23,188.93,168.72,148.22,164.37,169.37,163.51,172.2,159.57,156.99,159.08,151.4,155.79,143.21,144.86,144.65,168.52,158.18,157.36,173.77,161.59,168.77,177.66,162.15,166.73,176.95,172.73,163.68,164.54,145.97,165.24,161.1,167.32,165.98,158.71,160.11,164.63,167.43,170.07,176.44,173.24,204.11,201.41,162.65,171.69,167.88,166.78,189.4,169.41,165.57,161.66,163.71,172.42,148.92,167.21,209.89,208.65,229.94,227.85,210.06,204.91,205.1,209.64,204.93,207.43,221.25,241.58,227.89,221.89,191.23,192.74,202.43,204.35,192.91,209.8,205.95,183.58,185.57,189.96,83.19,214.8,218.14,244.1,250.42,256.92,276.06,158.09
DPBRG03,162.64,149.43,161.85,159.45,157.08,144.21,138.04,173.69,167.6,165.29,159.27,154.43,153.44,156.14,168.82,155.16,169.45,163.46,162.8,163.52,157.22,172.9,174,171.16,171.12,164.61,163.57,151.77,169.59,169.16,165.78,155.74,168.91,168.11,159.75,167.85,162.07,160.61,162.83,170.39,183.13,170.72,169.96,166.29,169.18,169.11,173.61,174.25,168.68,169.52,178.6,178.29,179.68,168.64,177.07,180.84,178.91,179.19,185.23,184.24,181.2,177.11,174.69,170.68,186.36,184.55,172.24,181.79,173.41,173.73,175.63,173.73,181.59,173.63,163.04,168.36,173.84,179.5,171.09,167.99,166.7,169.84,170.93,169.31,169.7,166.07,174.88,174.59,38.97,21.58,28.66,23.59,130.35,163.72,169.28,163.25,162.76,164.83,160.21,161.6,177.91,169.13,159.47,177.26,169.49,167.51,169.41,164.86,158.05,181.55,158.79,171.74,172.81,172.04,193.54,176.66,153.77,138.39,146.42,261.33,180.11,136.74,203.84,215.68,241.83,233.36,216.31,212.41,233.74,235.37,249.79,266.89,277.28,279.85,273.64,166.22
DPBRG04,247.62,241.61,255.46,273.97,263.92,232.98,251.17,327.06,304.62,280.74,268.66,302.23,297.11,284.14,266.59,257.12,264.25,255.41,285.21,291.2,263.8,276.82,281.65,285.99,285.93,292.83,305.98,286.87,298.2,306.5,315.62,281.8,322.44,282.7,304.32,293.82,310.47,291.53,285.72,293.21,285.99,277.19,300.06,295.38,331.14,306.77,318.98,321.68,342.8,315.94,339.4,329.57,321.68,336.23,329.2,343.06,332.97,367.27,367.49,335.62,326.78,357.7,343.04,351.92,375.85,350.98,328.48,323.46,349.7,316.75,341.5,326.27,307.72,303.67,302.47,324.57,306.41,319.96,330.09,297.4,301.02,338.45,303.11,325.41,308.01,343.49,347.89,336.95,331.36,344.85,322.98,322.62,342.45,347.63,361.2,339.49,307.55,327.16,343.05,356.13,324.09,319.21,324.34,346.56,324.71,324.37,338.28,308.93,329.52,316.41,320.57,322.42,311.45,319.39,318.04,321.19,298.88,145.37,159.63,361.52,316.6,304.6,322.66,323.54,332.7,321.46,338.07,307.99,332.19,311.85,341.78,358.55,370.97,342.07,389.21,190.87
DPBRG06,156.1,153.73,182.69,184.59,179.85,154.98,165.1,202.62,175.86,176.66,181.28,172.56,171.64,182,162.41,181.03,170.22,181.59,176.09,177.39,178.52,188.51,180.94,185.8,187.16,178.15,183.42,175.84,184.36,174.84,186.56,167.57,174.11,156.41,167.54,163.38,158.85,158.51,166.42,174.58,176.93,180.57,189.54,184.27,189.83,187.27,191.6,193.58,199.05,189.52,190.45,202.07,199.08,189.49,190.69,195.62,195.58,196.16,178.43,139.18,148.62,153.12,135.22,143.59,156.53,144.28,129.46,128.55,133.16,132.43,195.66,268.08,247.83,245.7,242.12,243.29,251.68,242.15,226.54,236.96,240.27,235.94,256.31,230.34,231.22,230.4,259.17,252.12,267.88,236.65,278.09,257.55,261.69,279.61,275.11,253.24,270.07,266.17,281.95,276.5,260.2,295.62,264.44,316.51,257.84,305.54,281.58,291.72,301.99,269.88,286.31,287.93,284.69,277.51,284.2,280.7,265.38,239.68,223.46,285.24,274.21,240.03,270.49,272.23,281.08,249.84,264.55,247.41,265.72,255.92,263.15,276.07,265.37,273.87,292.91,174.55
DPBRG09,164.76,152.18,153.56,159.38,155.31,116.36,155.49,169.57,162.24,161.5,162.7,165.03,161.23,169.57,169.94,170.43,163.35,164.67,165.79,166.35,166.34,163.78,161.47,170.87,149.26,155.1,157.84,156.27,168.72,177.13,167.66,177.05,172.29,180.68,165.68,164.13,174.86,171.59,162.81,167.65,169.87,169.69,169.69,169.82,187.33,170.17,173.11,163.52,169.3,181.05,183.12,177.6,185.2,186.27,182.69,186.26,180.39,186.91,191.3,184.51,177.81,184.41,175.86,185.99,192.74,187.34,174.9,178.96,172.29,176.44,176.69,234.47,239.26,252.97,241.91,230.58,213.48,228.81,200.87,199.18,191.59,193.2,199.24,209.79,205.69,281.24,308.02,301.87,286.38,284.76,286.87,275,264.48,272.38,282.85,275.79,254.62,261.53,247.79,254.26,277.39,315.52,283.6,285.4,270.81,252.7,269.13,250.67,258,257.35,239.39,243.21,252.28,271.85,255.8,219.95,211.51,214.03,232.57,248.28,226.2,226.98,230.03,221.45,223.77,224.79,225.07,205.13,222.79,248.16,236.97,237.9,238.25,259.92,273.76,175.16
DPBRG11,129.39,116.65,132.13,136.01,132.23,129.4,125.31,147.5,138.49,140.89,137.78,142.15,131.62,127.33,131.59,109.94,119.67,131.61,131.48,127.58,134.31,85.18,132.48,137.15,140.45,139.01,136.28,140.89,147.2,145.4,169.85,153.26,153.75,150.26,158.15,150.78,127.66,152.34,149.62,144.6,153.49,135.91,145.53,124.87,144.63,156.73,148.23,143.16,140.88,158.7,169.35,162.56,175.67,171.29,168.68,164.43,174.89,185.21,171.04,170.35,156.74,162.85,158.24,153.68,169.13,165.38,158.02,160.14,171.67,181.81,193.14,189.37,193.27,193,185.02,192.95,168.16,166.58,159.28,156.59,158.81,147.69,155.53,163.17,160.32,163.23,162.44,177.21,152.5,170.44,169.03,171.84,160.15,169.56,171.86,169.35,171.97,168.54,168.92,163.99,162.71,163.42,150.08,146.82,152.69,146.59,155.22,159.21,155.93,157.61,151.11,141.89,147.63,139.37,158.4,153.61,144.79,138.03,134.63,204.51,183.17,189.74,171.74,190.59,191.19,183.47,188.34,182.6,210.48,190.92,196.11,192.44,218.88,186.65,216.38,127.43
DPBRG13,111.34,103.88,115.15,114.55,111.28,95.83,94.74,121.35,106.42,109.41,110.93,104.05,109.43,107.57,112.39,87.94,105.94,99.33,109.36,115.66,110.78,68.71,102.1,100.18,110.8,107.89,115.88,114.19,126.72,122.02,122.17,123.12,122.27,116.15,113.77,107.38,115.26,108.52,115.16,115.54,125.19,112.76,122.31,124.34,124.55,129.82,124.41,129.42,127.75,126.19,140.57,145.46,143.27,138.26,143.42,142.69,149.42,142.33,154.01,146.32,148.19,151,141.15,148.36,167.21,143.15,134.27,143.67,121.88,136.5,130.92,130.64,127.65,128.54,138.85,122.62,122.48,125.68,125.79,118.32,130.67,124.57,110.71,110.46,115.24,117.94,124.7,129.6,116.93,117.78,123.61,117.74,106.49,128.65,122.64,113.97,107.27,106.84,99.26,115.5,103.83,118.18,108.73,107.79,110.91,107.54,119.06,117.77,112.81,118.26,117.94,111.58,105.47,108.25,108.15,119.88,111.46,101.75,158.31,243.12,206.14,201.38,210.96,207.31,209.87,198.76,208.21,191.84,217.24,188.12,203.85,201.53,204.59,209.83,228.54,141.73
DPBRG14,102.44,90.49,114.71,108.82,94.76,104.22,97.36,114.27,108.07,98.25,105.51,109.77,102.42,105.71,104.22,95.28,106.19,106.03,107.24,112.61,108.66,68.63,115.11,114.95,111.02,114.9,114.12,110.44,122.63,120.43,114.92,117.66,111.38,116,118.53,108.69,113.67,117.37,117.83,116.97,117.8,117.16,127.78,110.32,120.17,129.99,133.39,119.35,122.87,128.7,122.19,121.54,122.87,128.97,135.95,132.83,126.1,131.98,127.89,131.83,124.37,129.39,130.25,124.37,152.29,128.97,119.64,123.84,127.67,125.54,125.54,138.1,133.87,128.94,130.84,135.2,137.21,140.01,139.12,128.81,137.39,134.03,142.85,135.15,142.18,142.74,146.72,145.5,122.57,135.25,129.55,133.92,118.57,125.87,140.54,139.01,128.38,128.51,136.79,137.71,131.35,134.43,130.09,128.18,118.6,131.08,117.7,120.56,123.76,127.8,123.41,124.26,125.24,125.74,125.78,107.21,140.15,211.16,205.07,200.37,197.61,189.21,216.29,189.08,199.1,190.57,186.9,177.24,190.47,173.1,179.25,188.77,197.31,200.36,200.83,145.07
DPBRG15,114.23,116.6,134.8,121.7,116.02,88.34,121.09,152.3,137.86,132.01,136.93,138.86,135.59,126.67,122.49,117.68,129.52,140.67,124.74,126.82,118.38,119.42,112.95,119.11,133.45,122.57,137.56,130.72,134.54,140.86,145.8,143.86,136.76,138.65,132.29,125.68,127.75,122.45,136.11,128.08,131.36,127.2,114.59,116.68,125.06,120.18,135.02,140.35,144.63,157.58,154.9,152.04,150.69,149.56,151.25,149.75,151.84,144.87,144.71,137.62,136.8,153.17,149.35,147.7,151.98,152.34,136.78,140.22,132.84,128.19,139.15,122.59,137.67,139.26,142.75,137.55,138.52,136.27,140.86,135.4,129.71,129.22,131.88,131.52,130.82,137.24,147.92,139.08,130.27,125.78,130.01,129.09,129.62,126.31,138.18,125.43,136.33,141.39,143.57,141.89,152.59,142.5,136.29,140.52,126.86,124.51,124.76,129.42,130.32,132.13,114.97,118.78,126.5,130.28,131.74,122.67,103.02,97.34,131.16,196.51,162.71,165.79,178.15,170.09,175.64,150.92,171.7,167.49,172.88,176.46,181.15,173.3,186.29,194.86,211.49,118.6
DPBRG16,416.29,394.12,483.03,457.46,468.07,463.77,423.38,518.38,496.89,450.03,449.95,431.1,463.2,468.71,495.83,475.98,478.51,482.97,473,536.8,498.59,487.21,515.89,496.28,491.13,487.02,507.29,481.43,506.07,491.87,505.26,456.86,475.24,473.75,460.92,544.37,469.92,459.48,445.22,447.78,522.48,489.48,491.2,470.43,475.98,485.09,492.73,474.88,476.69,450.2,421.77,411.29,400.3,442.49,468.13,490.58,491.75,500.41,503.92,449.2,515.08,532.01,501.65,488.69,526.77,491.63,431.88,440.78,441.94,493.41,457.11,455.89,488.28,445.05,487.4,473.63,453.9,482.75,470.84,448.37,464.9,463.92,483.68,494.35,481.06,514.84,502.78,480.04,486.81,514.74,530.29,467.16,503.1,478.76,495.15,490.68,471.31,481.4,472.43,497.83,471.9,450.19,467.73,464.78,449.49,481.27,474.11,467.07,479.28,468.57,432.04,478.79,513.18,477.98,461.74,472.17,456.3,362.17,461.26,501.58,484.41,477.96,459.13,305.28,472.08,463.15,495.74,497.25,479.36,473.89,496.57,513.93,501.38,497.92,471.54,240.63
DPBRG18,128.65,115.9,117.05,122.07,121.86,113.69,115.04,140.89,129.16,120.62,128.24,128.97,126.76,128.54,110.84,134.13,124.24,130.93,141.5,133.42,128.19,133.53,134.67,140.24,142.96,126.02,136.07,147.79,141.11,134.72,147.38,136.19,137.32,131.52,136.98,143.73,139.83,145.44,142.1,147.84,144.02,148.48,152.68,158.38,158.83,160.7,164.47,157.55,152.75,156.58,166.89,172.7,179.85,164.07,174.94,164.75,165.91,176.03,166.52,163.31,173.47,168.71,163.65,162.99,175.65,190.01,185.94,172.41,177.04,185,191.45,176.89,98.59,171.96,181.01,166.51,159.45,160.64,159,165.09,174.44,167.85,176.71,162.96,125.47,155.19,164.8,169.15,179.57,96.78,186.31,175.08,172.1,166.85,173.96,162.3,162.21,160.8,164.07,160.79,180.84,184.92,161.35,170.51,159.5,167.16,163.72,161.58,145.21,150.04,151.61,154.81,154.29,135.81,177.28,234.55,211.54,216.81,221.56,254.35,210.44,226.25,222.95,215.01,213.87,197.06,221.89,220.59,248.07,216.7,228.39,261.94,261.31,264.28,275.73,175.63
DPBRL02,140.71,137.56,142.8,153.18,159.31,154.04,157.86,174.95,163.13,166.51,161.78,168.09,157.85,167.88,161.31,159.69,150.38,171.02,166.61,174.37,166.07,157.64,170.89,174.23,169.31,166.59,157.16,156.05,158.29,154.54,162.83,162.29,170.91,168.93,158.82,160.24,169.62,163.09,162.37,168.62,173.65,164.99,168.88,173.09,174.13,166.35,172.47,168.43,165.96,180.16,169.93,176.79,194.8,192.36,189.76,192.48,191.64,194.13,194.24,188.1,178.17,189.75,174.9,175.48,192.39,187.76,165.12,168.49,177.28,177.88,173.05,172.82,169.62,192.61,177.66,171.36,162.85,167.4,166.9,154.39,173.1,177.6,196.66,218.45,193.34,197.33,212.26,199.81,230.09,213.67,249.04,243.22,230.68,222.49,248.88,219.45,219.98,200.26,195,211.64,218.62,223.22,205.81,202.79,193.4,229.74,231.93,200.5,236.02,220.51,213.87,200.53,199.89,194.42,189.09,214.03,166.93,185.39,191.91,197.19,204.34,200.03,205.42,182.95,169.71,182.91,170.52,179.68,201.34,195.19,224.08,231.66,218.61,233.44,265.48,167.3
DPBRL03,104.15,113.46,117.82,136.41,137.9,132.99,119.69,138.05,131.9,131.76,143.91,129.77,129.51,131.74,126.79,130.09,129.43,136.05,122.89,124.28,136.26,134.68,126.12,134.35,139.81,133.66,131.27,126.56,128.84,126.86,134.49,140.75,146,143.8,138.38,129.28,140.39,134.8,132.66,142.2,136.98,132.86,135.47,133.91,134.51,125.64,133.89,131.69,135.72,136.25,146.22,148.31,158.43,152.54,156.52,154.91,154.28,158.84,154.96,147.94,142.03,145.61,144.26,142.96,150.76,136.84,138.04,129.45,133.87,137.35,136.16,133.82,124,139.15,129.59,131.21,125.48,134.31,146.06,132.14,142.35,139.53,132.15,108.31,123.32,138.9,135.15,134.46,133.78,122.49,135.16,131.7,135.74,130.15,143.04,141.67,121.98,125.39,123.14,133.93,139.64,111.68,132.97,133.11,143.68,143.65,147.79,143.36,145.13,150.46,131.7,129.47,134.89,141.59,154.69,145.5,142.38,140,142.07,164.8,164.29,158.88,170.12,152.92,158.4,157.69,149.47,147.31,168.62,137.69,149.55,151.87,157.02,164.45,171.67,87.1
DPBRL05,154.73,155.55,166.9,171.77,169.72,158.76,155.85,180.34,167.12,161.65,176.05,171.71,173.13,173.54,183.74,178.2,176.54,176.32,177.26,174.02,158.26,178.61,173.63,174.29,176.36,179.78,187.46,176.8,180.47,186.17,191.54,179.49,186.56,184.97,182.99,183.12,190.71,188.24,176.19,187.37,177,186.14,172.88,187.98,185.75,186.51,184.27,188.49,185.59,188.32,188.98,198.16,190.72,191.36,204.11,201.09,216.86,191.86,209.47,197.57,192.61,186.59,186.45,193.39,221.87,200.4,185.49,180.7,183.98,194.15,183.8,189.46,196.22,192.09,188.34,181.47,178.37,187.99,188.63,188,179.13,182.54,177.22,178.19,182.28,184.84,186.26,199.61,182.34,194.5,189.84,169.52,210.27,269.31,287.89,270.47,247.54,271.46,255.02,262.85,276.5,218.27,268.46,279.94,250.55,248.27,251.69,268.94,272.81,248.05,244.87,243.03,247.25,256.83,273.95,293.93,267.82,233.21,235.11,288.54,294.45,300.53,295.27,244.27,256.38,248.88,238.38,229.72,274.66,261.65,268.07,246.25,256.73,257.02,267.61,164.21
DPBRL06,106.54,107.69,104.56,108.89,100.48,109.84,103.07,116.26,125.47,104.34,124.17,124.54,133.13,127.52,128.07,139.37,131.28,140.71,132.76,131.24,127.91,140.75,136.35,125.69,140.66,138.36,146.23,129.31,137.91,137.12,139.88,138.61,137.83,138.68,141.03,134.45,129.1,138.37,141.72,136.4,139.43,130.47,130.26,130.38,143.04,134.33,122.31,128.07,124.75,131.93,134.11,134.46,146.53,144.09,161.2,149.26,150.4,157.04,163.77,160.18,150.67,157.4,145.04,157.26,158.97,149.07,128.25,134.44,132.89,133.1,146.78,149.95,147.74,158.22,144.75,143.71,145.55,141.28,145.32,133.06,145.14,137.49,137.63,142.03,142.67,140.21,152.21,149.25,140.36,124.09,134.45,141.54,134.73,139.75,137.85,126.83,122.64,137.91,128.52,126.96,124.04,100.69,127.42,110.4,112.93,114.69,120.23,100.32,119.68,122.23,119.1,113.98,112.77,119.31,119.76,120.83,100.29,105.81,100.76,125.72,137.97,133.25,138.97,141.75,147.33,135.66,140.89,131,148.1,135.07,133.78,140.63,152.95,142.25,147.2,88.07
DPBRL07,176.62,163.34,159.68,157.73,164.06,169.38,167.08,185.71,180.58,161.56,163.82,171.06,165.67,163.7,167.22,160.97,162.44,163.7,172.66,172.61,163.6,171.59,163.1,168.15,166.22,166.94,169.73,166.92,176.81,173.29,172.38,171.92,177.69,172.7,181.05,169.44,170.3,163.06,165.15,160.49,181.02,158.8,165.86,170.6,168.51,168.86,185.93,172.3,176.77,182.85,188.52,193.2,203.31,192.48,197.86,188.01,190.4,191.75,190.88,193.61,188.88,185.87,185.98,181.25,187.84,182.39,174.18,186.36,176.46,189.14,180.66,177.15,165.72,173.55,172.63,174.33,179.57,175.57,175.44,173.39,177.99,164.64,189.81,243.67,232.33,255.3,250.95,261.66,248.29,257.32,245.01,249.52,252.83,262.25,273.17,278.37,237.87,276.9,268.37,275.06,269.29,214.89,240.03,242.41,251.19,247.81,268.29,234.18,251.61,254,233.61,242.28,247.77,256.38,266.15,273.84,267.05,282.22,269.67,308.02,290.55,258.27,279.28,277.61,307.58,283.47,275.53,268.8,292.64,280.17,285.62,294.96,280.19,295.51,344.77,209.65
